cve_id,project_name,project_language,affects_multiple,version_introduced,version_patched,cve_publish_date,cvss,project_severity_rating,patch_commit,patch_language,patch_path,patch_location,location_category,nvd_cwe,manual_label,subclass_label,nvd_override,memory_unsafety,primary_advisory,other_references,summary,additional_notes
CVE-2018-0487,Mbed TLS,C,N,-,2.7.0,2/13/2018,7.5; 9.8,High,-,-,-,TLS/RSASSA-PSS (part of PKCS #1 v2.1 standard),-,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer,Memory Management,Buffer Overflow,N,Y,https://mbed-tls.readthedocs.io/en/latest/security-advisories/mbedtls-security-advisory-2018-01/,-,TLS/RSASSA-PSS signature verification is vulnerable to a buffer overflow with a maliciously constructed certificate chain (where the hash is too large for the key size).,-
CVE-2017-18187,Mbed TLS,C,N,-,2.7.0,2/14/2018,7.5; 9.8,-,https://github.com/Mbed-TLS/mbedtls/commit/83c9f495ffe70c7dd280b41fdfd4881485a3bc28,C,library/ssl_srv.c,SSL,SSL,CWE-190: Integer Overflow or Wraparound,Numeric Error,Integer Overflow,N,N,https://nvd.nist.gov/vuln/detail/CVE-2017-18187,https://github.com/Mbed-TLS/mbedtls/blob/development/ChangeLog,PSK identity parsing (ssl_parse_client_psk_identity) is vulnerable to an integer overflow. Patch commit makes the bounds check more conservative.,-
CVE-2017-14032,Mbed TLS,C,N,-,2.6.0,8/30/2017,6.8; 8.1,High,https://github.com/Mbed-TLS/mbedtls/commit/31458a18788b0cf0b722acda9bb2f2fe13a3fb32,C,library/x509_crt.c,X.509,X.509,CWE-287: Improper Authentication,Cryptographic Issue,Certificate Verification,N,N,https://mbed-tls.readthedocs.io/en/latest/security-advisories/mbedtls-security-advisory-2017-02/,https://github.com/Mbed-TLS/mbedtls/blob/development/ChangeLog,An X.509 certificate chain with a large number of intermediaries could bypass certificate authentication altogether in optional authentication mode. Patch commit now walks the full certificate chain to check for errors (as opposed to just up to the default maximum).,-
CVE-2017-2784,Mbed TLS,C,N,-,2.4.2,4/20/2017,6.8; 8.1; 8.1,High,https://github.com/Mbed-TLS/mbedtls/commit/f5ffc79896681daddf7530646c0908f51a887dbd,C,library/ecp_curves.c,X.509/ECC/ECP,Signature Algorithms,CWE-295: Improper Certificate Validation,Memory Management,Other Memory Corruption,Y,Y,https://mbed-tls.readthedocs.io/en/latest/security-advisories/mbedtls-security-advisory-2017-01/,https://talosintelligence.com/vulnerability_reports/TALOS-2017-0274/; https://github.com/Mbed-TLS/mbedtls/blob/development/ChangeLog; https://github.com/Mbed-TLS/mbedtls/issues/569,X.509 certificate parsing is vulnerable to an invalid free from an incorrect memory offset calculation (buffer allocated on the stack).,-
CVE-2015-8036,Mbed TLS,C,N,-,2.1.2,11/2/2015,6.8,High,-,-,-,SSL,-,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer,Memory Management,Buffer Overflow,N,Y,https://mbed-tls.readthedocs.io/en/latest/security-advisories/mbedtls-security-advisory-2015-01/,https://github.com/Mbed-TLS/mbedtls/blob/development/ChangeLog,"SSL implementation is vulnerable to a buffer overflow if given a carefully crafted ClientHello message as input (in this case, with a long session ticket name).",-
CVE-2015-5291,Mbed TLS,C,N,-,2.1.2,11/2/2015,6.8,High,-,-,-,SSL,-,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer,Memory Management,Buffer Overflow,N,Y,https://mbed-tls.readthedocs.io/en/latest/security-advisories/mbedtls-security-advisory-2015-01/,https://github.com/Mbed-TLS/mbedtls/blob/development/ChangeLog; https://guidovranken.com/2015/10/07/cve-2015-5291/,"SSL implementation is vulnerable to a buffer overflow if given a carefully crafted ClientHello message as input (in this case, with a long SNI hostname).",-
CVE-2015-1182,Mbed TLS,C,N,-,1.3.10,1/27/2015,7.5,High,-,C,library/asn1parse.c,ASN.1,X.509,-,Memory Management,Uninitialized Memory,N/A,Y,https://mbed-tls.readthedocs.io/en/latest/security-advisories/polarssl-security-advisory-2014-04/,https://github.com/Mbed-TLS/mbedtls/blob/development/ChangeLog,"ASN.1 parsing implementation does not initialize a pointer in certain cases, making it vulnerable to a variety of memory corruption issues.",-
CVE-2014-9744,Mbed TLS,C,N,-,1.3.10,8/24/2015,7.8,-,-,-,-,SSL,-,CWE-399: Resource Management Errors,Memory Management,Other Memory Corruption,N,Y,https://nvd.nist.gov/vuln/detail/CVE-2014-9744,https://github.com/Mbed-TLS/mbedtls/blob/development/ChangeLog,SSL implementation is vulnerable to a memory leak and/or excess memory consumption given a large number of carefully crafted X.509 certificate. (No further specifics available in Changelog).,-
CVE-2014-8628,Mbed TLS,C,N,-,1.3.10,8/24/2015,7.8,-,-,-,-,SSL,-,CWE-399: Resource Management Errors,Memory Management,Other Memory Corruption,N,Y,https://nvd.nist.gov/vuln/detail/CVE-2014-8628,https://github.com/Mbed-TLS/mbedtls/blob/development/ChangeLog,SSL implementation is vulnerable to a memory leak and/or excess memory consumption given a large number of carefully crafted X.509 certificate. (No further specifics available in the changelog or elsewhere).,-
CVE-2014-8627,Mbed TLS,C,N,-,1.3.9,11/24/2014,5.0,-,-,-,-,SSL,-,CWE-310: Cryptographic Issues,Cryptographic Issue,TLS Implementation,N,N,https://nvd.nist.gov/vuln/detail/CVE-2014-8627,https://github.com/Mbed-TLS/mbedtls/blob/development/ChangeLog,"TLS/SSL implementation does not properly negotiate the signature algorithm (selected the lowest common hash), leaving it vulnerable to downgrade attacks.",-
CVE-2014-4911,Mbed TLS,C,N,-,1.3.8,7/22/2014,5.0,-,-,C,library/ssl_tls.c,SSL,SSL,CWE-310: Cryptographic Issues,Memory Management,Buffer Overflow,Y,Y,https://mbed-tls.readthedocs.io/en/latest/security-advisories/polarssl-security-advisory-2014-02/,https://github.com/Mbed-TLS/mbedtls/blob/development/ChangeLog,GCM ciphersuite implementation is vulnerable to denial of service/memory corruption with maliciously crafted messages due to a missing length check.,-
CVE-2013-5915,Mbed TLS,C,N,-,1.2.9,10/4/2013,4.3,-,-,-,-,RSA (Montgomery multiplication),-,CWE-310: Cryptographic Issues,Side Channel,-,N (side channel),N,https://mbed-tls.readthedocs.io/en/latest/security-advisories/polarssl-security-advisory-2013-05/,-,"RSA implementation (specifically, Montgomery multiplication) is vulnerable to a timing side-channel attack that can recover the full private key.",-
CVE-2013-5914,Mbed TLS,C,N,-,1.1.8,10/26/2013,6.8,-,-,C,ssl_tls.c,SSL,SSL,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer,Memory Management,Buffer Overflow,N,Y,https://mbed-tls.readthedocs.io/en/latest/security-advisories/polarssl-security-advisory-2013-04/,-,TLS 1.1 implementation is vulnerable to a buffer overflow since it does not check the length of certain input data.,-
CVE-2013-4623,Mbed TLS,C,N,-,1.1.7,9/30/2013,4.3,-,https://github.com/Mbed-TLS/mbedtls/commit/1922a4e6aade7b1d685af19d4d9339ddb5c02859,C,ssl_tls.c,X.509,SSL,CWE-20: Improper Input Validation,Cryptographic Issue,Certificate Verification,Y,N,https://mbed-tls.readthedocs.io/en/latest/security-advisories/polarssl-security-advisory-2013-03/,-,"X.509 parsing logic contained a bug that could lead to an infinite loop (resource exhaustion) given a carefully crafted certificate. Specifically, it called a generic certificate parsing function for both PEM and DER certificates, when they needed to be handled differently in certain cases.",-
CVE-2013-1621,Mbed TLS,C,N,-,1.2.5,2/8/2013,4.3,-,-,-,-,SSL,SSL,CWE-20: Improper Input Validation,Memory Management,Buffer Overflow,Y,Y,https://nvd.nist.gov/vuln/detail/CVE-2013-1621,https://www.openwall.com/lists/oss-security/2013/02/05/24,"TLS-CBC implementation does not check the value of a padding length variable prior to parsing the padding, leaving it vulnerable to a potential OOB read and other memory corruption given a carefully crafted padding length input.",-
CVE-2013-0169,Mbed TLS,C,Y (CVE-2013-1620; CVE-2013-1619; CVE-2013-1623; CVE-2013-1624),-,,2/8/2013,2.6,-,-,-,-,TLS/SSL,SSL,CWE-310: Cryptographic Issues,Side Channel,-,N (side channel),N,https://mbed-tls.readthedocs.io/en/latest/security-advisories/polarssl-security-advisory-2013-01/,https://www.ieee-security.org/TC/SP2013/papers/4977a526.pdf,"TLS implementation is vulnerable to the ""Lucky Thirteen"" side-channel attack, which used timing differences in processing malformed CBC padding to recover plaintext.",-
CVE-2012-2130,Mbed TLS,C,N,-,1.1.2,12/6/2019,5.8; 7.4,-,-,-,-,,-,CWE-326: Inadequate Encryption Strength,Cryptographic Issue,Insufficient Randomness,N,N,https://mbed-tls.readthedocs.io/en/latest/security-advisories/polarssl-security-advisory-2012-01/,-,Diffie-Hellman and RSA key generation is weaker than it should be since it is not sufficiently random (no further information available).,-
CVE-2011-4574,Mbed TLS,C,N,-,1.1.0,10/27/2021,7.5; 9.8,-,-,-,-,RNG,-,CWE-338: Use of Cryptographically Weak Pseudo-Random Number Generator (PRNG),Cryptographic Issue,Insufficient Randomness,N,N,https://mbed-tls.readthedocs.io/en/latest/security-advisories/polarssl-security-advisory-2011-02/,-,MbedTLS/PolarSSL's random number generation algorithm is overly predictable due to its dependence on prcoessor timing data. The patch version introduces a new RNG.,-
CVE-2011-1923,Mbed TLS,C,N,-,0.14.2,6/20/2012,4.0,-,-,C,library/dhm.c,Diffie-Hellman,Other Protocols,CWE-310: Cryptographic Issues,Cryptographic Issue,Parameter Validation,N,N,https://mbed-tls.readthedocs.io/en/latest/security-advisories/polarssl-security-advisory-2011-01/,https://www.cl.cam.ac.uk/~rja14/Papers/psandqs.pdf,"Diffie-Hellman implementation does not adequately check the validity of public parameters (possibly allows small public exponent values), potentially allowing an attacker to recover the secret key.",-
CVE-2022-42961,WolfSSL,C,N,-,5.5.0,10/15/2022,5.3,Low,-,-,-,-,-,-,Side Channel,-,N/A,N,https://www.wolfssl.com/docs/security-vulnerabilities/,,A Rowhammer fault injection attack could allow an attacker to recover ECDSA keys.,-
CVE-2022-42905,WolfSSL,C,N,3.11.1,5.5.2,11/7/2022,9.1,Medium,-,-,-,TLS,-,CWE-125: Out-of-bounds Read,Memory Management,Buffer Overflow,N,Y,https://www.wolfssl.com/docs/security-vulnerabilities/,https://blog.trailofbits.com/2023/01/12/wolfssl-vulnerabilities-tlspuffin-fuzzing-ssh/,Small buffer overread in parsing TLS 1.3 record headers.,We determine 3.11.1 to be the version introduced since this is the version in which WolfSSL introduced TLS 1.3.
CVE-2022-39173,WolfSSL,C,N,-,5.5.1,9/29/2022,7.5,Medium,-,-,-,TLS,-,CWE-120: Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),Memory Management,Buffer Overflow,N,Y,https://github.com/wolfSSL/wolfssl/blob/master/ChangeLog.md,https://blog.trailofbits.com/2023/01/12/wolfssl-vulnerabilities-tlspuffin-fuzzing-ssh/,"During TLS session resumption, a malicious client triggering a hello retry and sending a duplicate list of ciphersuites will cause a buffer overflow.",-
CVE-2022-38153,WolfSSL,C,N,5.3.0,5.5.0,8/31/2022,5.9,Low,https://github.com/wolfSSL/wolfssl/pull/5476/commits/4d0ea628575e6e87e10e3d474060b7222f0dff58,C,src/ssl.c,SSL,SSL,CWE-770: Allocation of Resources Without Limits or Throttling,Memory Management,Other Memory Corruption,N,Y,https://github.com/wolfSSL/wolfssl/pull/5476,https://blog.trailofbits.com/2023/01/12/wolfssl-vulnerabilities-tlspuffin-fuzzing-ssh/,An overly large session ticket in a TLS 1.2 handshake can cause the session cache to free a pointer to unallocated memory and crash the client.,-
CVE-2022-38152,WolfSSL,C,N,-,5.5.0,8/31/2022,7.5,Low,https://github.com/wolfSSL/wolfssl/pull/5468/commits/7435402c30947e177551ee231bc84380cd75642b,-,-,TLS,-,CWE-754: Improper Check for Unusual or Exceptional Conditions,Memory Management,Other Memory Corruption,Y,Y,https://github.com/wolfSSL/wolfssl/pull/5468,https://blog.trailofbits.com/2023/01/12/wolfssl-vulnerabilities-tlspuffin-fuzzing-ssh/,"During TLS session resumption, if the proper sequence of clear/free/new functions is not called in the second session, this causes a NULL pointer dereference.",-
CVE-2022-34293,WolfSSL,C,N,-,5.4.0,8/8/2022,7.5,High,-,-,-,DTLS,-,-,Cryptographic Issue,TLS Implementation,N/A,N,https://github.com/advisories/GHSA-w837-4755-g9cj,-,"DTLS logic skips a check for return-routability, which could lead to excessive resource consumption attacks.",-
CVE-2022-25640,WolfSSL,C,N,-,5.2.0,2/24/2022,5.0; 7.5,High,https://github.com/wolfSSL/wolfssl/pull/4831/commits,C,src/tls13.c,TLS,SSL,CWE-287: Improper Authentication,Cryptographic Issue,Certificate Verification,N,N,https://www.wolfssl.com/docs/security-vulnerabilities/,https://github.com/wolfSSL/wolfssl/pull/4831,"TLSv1.3 mutual authentication can be bypassed because the implementation doesn't check that the certificate_verify message is sent by a client, allowing a malicious client to connect without presenting a certificate.",-
CVE-2022-25638,WolfSSL,C,N,-,5.2.0,2/24/2022,4.3; 6.5,High,https://github.com/wolfSSL/wolfssl/pull/4813/commits,C,src/tls13.c,TLS,SSL,CWE-295: Improper Certificate Validation,Cryptographic Issue,Certificate Verification,N,N,https://www.wolfssl.com/docs/security-vulnerabilities/,https://github.com/wolfSSL/wolfssl/pull/4813,TLSv1.3 client certificate check can be bypassed if there's a mismatch between the type of signature algorithm and the type listed in the certificate.,-
CVE-2022-23408,WolfSSL,C,N,-,5.1.1,1/18/2022,6.4; 9.1,High,https://github.com/wolfSSL/wolfssl/pull/4710/commits/73b4cc9476f6355a91138f545f3fd007ce058255,C,src/internal.c,TLS,-,CWE-330: Use of Insufficiently Random Values,Cryptographic Issue,Insufficient Randomness,N,N,https://www.wolfssl.com/docs/security-vulnerabilities/,-,Certain TLS configurations used a non-random IV since the implementation accidentally zeroizes the IV in the wrong location.,-
CVE-2021-44718,WolfSSL,C,N,-,5.1.0,9/2/2022,5.9,Low,-,-,-,TLS,-,CWE-835: Loop with Unreachable Exit Condition ('Infinite Loop'),Cryptographic Issue,TLS Implementation,Y,N,https://www.wolfssl.com/docs/security-vulnerabilities/,-,"Certain TLS connections process packets incorrectly (client accepts packets that should only be sent to the server), causing a potential infinite loop within the implementation.",-
CVE-2021-38597,WolfSSL,C,N,-,4.8.1,8/12/2021,4.3; 5.9,High,https://github.com/wolfSSL/wolfssl/commit/f93083be72a3b3d956b52a7ec13f307a27b6e093,C,src/asn.c,ASN.1/OCSP,X.509,CWE-345: Insufficient Verification of Data Authenticity,Cryptographic Issue,Certificate Verification,N,N,https://www.wolfssl.com/docs/security-vulnerabilities/,-,Logic error causes WolfSSL to skip OCSP verification in certain cases.,-
CVE-2021-37155,WolfSSL,C,N,4.6.0,4.8.0,7/21/2021,7.5; 9.8,-,https://github.com/wolfSSL/wolfssl/pull/3990/commits/73076940af8904f98eee085994c176fe1876b95a,C,src/asn.c,ASN.1/OCSP,X.509,-,Cryptographic Issue,Certificate Verification,N/A,N,https://github.com/wolfSSL/wolfssl/pull/3990,-,OCSP would report a request and response match even when the serial numbers did not match due to logic issue in conditional check.,-
CVE-2021-24116,WolfSSL,C,N,-,4.8.0,7/14/2021,4.0; 4.9,Low,-,-,-,base64 file decoding,-,CWE-203: Observable Discrepancy,Side Channel,-,N (side channel),N,https://github.com/advisories/GHSA-jh62-5q2g-qjmx,https://github.com/wolfSSL/wolfssl/pull/3990,Side-channel in base64 file decoding allows system-level attackers to recover RSA keys.,-
CVE-2021-3336,WolfSSL,C,N,-,4.7.0,1/29/2021,6.8; 8.1,High,https://github.com/wolfSSL/wolfssl/pull/3676/commits/fad1e67677bf7797b6bd6e1f21a513c289d963a7,C,src/tls13.c,TLS/certificate validation,SSL,CWE-295: Improper Certificate Validation,Cryptographic Issue,Certificate Verification,N,N,https://github.com/advisories/GHSA-qfqh-45q8-8425,https://github.com/wolfSSL/wolfssl/pull/3676,MITM attack on TLS 1.3 clients that can allow attackers to bypass authentication and impersonate servers; issue is due to a failure to adequately check mismatch between signature and certificate sent.,
CVE-2020-36177,WolfSSL,C,N,-,4.6.0,1/6/2021,10.0; 9.8,High,https://github.com/wolfSSL/wolfssl/commit/fb2288c46dd4c864b78f00a47a364b96a09a5c0f,C,src/rsa.c,RSA,Signature Algorithms,CWE-787: Out-of-bounds Write,Cryptographic Issue,Parameter Validation,Y,Y,https://github.com/wolfSSL/wolfssl/pull/3426,-,"RSA implementation doesn't take into account the edge case where the key size is small relative to the digest size, which can lead to an OOB write since the allocated buffer is not large enough.",-
CVE-2020-24613,WolfSSL,C,N,-,4.5.0,8/24/2020,4.9; 6.8,High,https://github.com/wolfSSL/wolfssl/commit/63bf5dc56ccbfc12a73b06327361687091a4c6f7,C,src/tls13.c,TLS/certificate validation,SSL,CWE-295: Improper Certificate Validation,Cryptographic Issue,TLS Implementation,N,N,https://www.wolfssl.com/docs/security-vulnerabilities/,https://research.nccgroup.com/2020/08/24/technical-advisory-wolfssl-tls-1-3-client-man-in-the-middle-attack/,MITM attack on TLS 1.3 clients that can allow attackers to bypass authentication and impersonate servers; issue is due to an incorrect implementation of TLS 1.3 client state that does not follow RFC 8446.,-
CVE-2020-24585,WolfSSL,C,N,-,4.5.0,8/21/2020,5.0; 5.3,-,https://github.com/wolfSSL/wolfssl/pull/3219/commits/36a6fdec96cece81bc39332b0295782dc53fd51c,C,src/internal.c,TLS/DTLS,-,-,Cryptographic Issue,TLS Implementation,N/A,N,https://github.com/wolfSSL/wolfssl/pull/3219,-,"If DTLS application data messages are sent too early during the handshake, instead of producing an error and rejecting the messages, the implementation returns them to the client. Patch commit adds an extra check on what epoch the handshake is currently in.",CVE is not listed under WolfSSL security advisories.
CVE-2020-15309,WolfSSL,C,N,-,4.5.0,8/21/2020,6.9; 7.0,Low,-,-,-,RSA,-,CWE-362: Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),Side Channel,-,N (side channel),N,https://github.com/advisories/GHSA-hrmr-g9x6-f5v8,https://arxiv.org/abs/2008.12188,Cache-timing attack on WolfSSL's RSA exponentiation implementation.,"There was a similar issue in OpenSSL (see reference paper), but per the paper authors they did not issue a CVE since this fell outside their threat model."
